pa_ms,pa_anvisa_sim,dist_lev,tipo
ROUNDUP GLIFOSATO,GLIFOSATO,0.0,princípio ativo
FIPRONIL + PIRACLOSTROBINA,FIPRONIL,0.0,princípio ativo
MANCOZEBE,MANCOZEBE,0.0,princípio ativo
DICLORETO PARAQUATE+ EQ ION PARAQUATE BIPIRUDULIO,PARAQUATE,0.0,princípio ativo
PICLORAM 2- 4 D,PICLORAM,0.0,princípio ativo
GLIFOSATO (TROP),GLIFOSATO,0.0,princípio ativo
IMIDACLOPRIDO E BETACIFLUTRINA,IMIDACLOPRIDO,0.0,princípio ativo
"PICLORAM +2,4-D",PICLORAM,0.0,princípio ativo
SAL POTASSICO - GLIFOSATO,GLIFOSATO,0.0,princípio ativo
PICLORAM +2.4 -D,PICLORAM,0.0,princípio ativo
CARBOXINA E TIRAM,CARBOXINA,0.0,princípio ativo
CARBAMATO,CARBAMATO,0.0,grupo químico
GLIFOSATO SAL DE POTASSIO,GLIFOSATO,0.0,princípio ativo
PROPYL CLOR PROPAMOCARBE,PROPAMOCARBE,0.0,princípio ativo
PICLORAM TRIETANOLAMINA,PICLORAM,0.0,princípio ativo
PIRETROIDE E AVERMECTINA,PIRETROIDE,0.0,grupo químico
HERBECIDA GLIFOSATO,GLIFOSATO,0.0,princípio ativo
ATRAZINA + SIMAZINA,ATRAZINA,0.0,princípio ativo
ORGANOFOSFORADO PIRETROIDE EXPURGO,ORGANOFOSFORADO,0.0,grupo químico
ORGANOFOSFORADO + CARBAMATO,ORGANOFOSFORADO,0.0,grupo químico
ACIDO GLIFOSATO,GLIFOSATO,0.0,princípio ativo
PIRAZOL,PIRAZOL,0.0,grupo químico
ORGANOFOSFORATO/CARBAMATO,CARBAMATO,0.0,grupo químico
FIPRONIL SULFLURAMIDA CLORPIRIFOS HIDRAMETILONA,CLORPIRIFOS,0.0,princípio ativo
CLORPIRIFOS 480GL,CLORPIRIFOS,0.0,princípio ativo
CIPERMETRINA E DICLORVOS,CIPERMETRINA,0.0,princípio ativo
GLIFOSATO ATAR 48,GLIFOSATO,0.0,princípio ativo
FLUMIOXAZINA (DICARBOXAMIDE),FLUMIOXAZINA,0.0,princípio ativo
GLIFOSATO/PIRETOIDE,GLIFOSATO,0.0,princípio ativo
SAL DE ISOPROPILAMINA /GLIFOSATO,GLIFOSATO,0.0,princípio ativo
ETOXISSULFUROM,ETOXISSULFUROM,0.0,princípio ativo
/CARBAMATO/ORGANOFOSFORADO,ORGANOFOSFORADO,0.0,grupo químico
REGULADOR DE CRESCIMENTO DO GRUPO ETILENO,ETILENO,0.0,grupo químico
MELAMIL E ETANOL,ETANOL,0.0,princípio ativo
CLOMAZONA 200G/L + AMETRINA 300G/L,AMETRINA,0.0,princípio ativo
HERBICIDA GLIFOSATO,GLIFOSATO,0.0,princípio ativo
UREIA E TRIAZINOMAS,UREIA,0.0,grupo químico
INSETICIDA CARBAMATO,CARBAMATO,0.0,grupo químico
ACEFATO - GRUPO QUIMICO,ACEFATO,0.0,princípio ativo
"ACIDO PIRIDINOCARBOXILICO E 2,4-D AO ACIDO ARILOXIALCANOICO",ACIDO PIRIDINOCARBOXILICO,0.0,grupo químico
DELTAMETRINA + BUTOXIDO DE PIPENONILA,DELTAMETRINA,0.0,princípio ativo
FUROXIPIR MHE + PICLORAM,PICLORAM,0.0,princípio ativo
DELTA CIPERMETRINA,CIPERMETRINA,0.0,princípio ativo
IMIDACLOPRIDO+TIODICARBE,IMIDACLOPRIDO,0.0,princípio ativo
IMIDACLOPRIDO+BIFENTRINA,BIFENTRINA,0.0,princípio ativo
PARAQUATE ( BIPIRIDILIO),PARAQUATE,0.0,princípio ativo
DELTAMETRINA,DELTAMETRINA,0.0,princípio ativo
ORGANOFOSFORADO / CRABAMATO,ORGANOFOSFORADO,0.0,grupo químico
IMIDAZOLINONA,IMIDAZOLINONA,0.0,grupo químico
EQUIVALENTE ACIDO DE N-(FOSFONOMETIL) GLICINA - GLIFOSATO,GLIFOSATO,0.0,princípio ativo
BIFENTRINA 100G/L,BIFENTRINA,0.0,princípio ativo
OIETHYL - CLORPIRIFOS,CLORPIRIFOS,0.0,princípio ativo
"AMITRAZ 12,5G",AMITRAZ,0.0,princípio ativo
TRICLOPIR - BUTOLITICO,TRICLOPIR,0.0,princípio ativo
GLIFOSATO/GLICENA,GLIFOSATO,0.0,princípio ativo
METSULFUROM METILICO,METSULFUROM,0.0,princípio ativo
(AGROTOXICO) CARBAMATO ALDICARB,CARBAMATO,0.0,grupo químico
METAM-SODICO,METAM,0.0,princípio ativo
GLIFOSATO  FOSFONOMETIL,GLIFOSATO,0.0,princípio ativo
CUMARINICO,CUMARINICO,0.0,grupo químico
"METOMIL 0,41",METOMIL,0.0,princípio ativo
SULFENTRAZONA,SULFENTRAZONA,0.0,princípio ativo
CAPTANA,CAPTANA,0.0,princípio ativo
FLUMETRALINA 125MG/DL,FLUMETRALINA,0.0,princípio ativo
"AMINOPIRALIDE 2,4",AMINOPIRALIDE,0.0,princípio ativo
CIPERMETRINA 15.0G.,CIPERMETRINA,0.0,princípio ativo
GLIFOSATO-PERITROIDE,GLIFOSATO,0.0,princípio ativo
CARBAMATO E ORGANOFOSFORADO,ORGANOFOSFORADO,0.0,grupo químico
ACEFATO FERSOL,ACEFATO,0.0,princípio ativo
CLORIDRATO DE PROPAMOCARBE,PROPAMOCARBE,0.0,princípio ativo
"2,4 - D","2,4 - D",0.0,princípio ativo
TIAMETOXAN(NEONICOTINOIDE),NEONICOTINOIDE,0.0,grupo químico
PICOXISTROBINA/ CIPROCONAZOL/ PROPILENOGLICOL,CIPROCONAZOL,0.0,princípio ativo
CLETODIM ALQUIBENZENO,CLETODIM,0.0,princípio ativo
TRIAZOL+ESTROBILURINA,ESTROBILURINA,0.0,grupo químico
AZOXISTROBINA + CIPROCONAZOLE,AZOXISTROBINA,0.0,princípio ativo
GLIFOSATO 100ML,GLIFOSATO,0.0,princípio ativo
CARBAMATO OU ORGANOFOSFORADOS,CARBAMATO,0.0,grupo químico
MANCOZEBE 750G/KG,MANCOZEBE,0.0,princípio ativo
CHUMBINHO (ORGANOFOSFORADO),ORGANOFOSFORADO,0.0,grupo químico
AZOXISTROLINA + TEBUCONAZOL,TEBUCONAZOL,0.0,princípio ativo
"TRIFLUORO-2,6-DINITRO-NN-DIPROPYL-P-TOLUIDINE(TRIFLURALINA)",TRIFLURALINA,0.0,princípio ativo
PROFENOFOS/CIPERMETRINA,CIPERMETRINA,0.0,princípio ativo
GLIFOSATO,GLIFOSATO,0.0,princípio ativo
DIURON MSMA,MSMA,0.0,princípio ativo
INSETICIDA PIRETROIDE,PIRETROIDE,0.0,grupo químico
FLUMETRALINA 125G/L,FLUMETRALINA,0.0,princípio ativo
ESTROBILURINA,ESTROBILURINA,0.0,grupo químico
SULFENTRAZONA 50%,SULFENTRAZONA,0.0,princípio ativo
"2,4 D E PICLORAM",PICLORAM,0.0,princípio ativo
GRANDLURE,GRANDLURE,0.0,princípio ativo
IMAZAPIQUE,IMAZAPIQUE,0.0,princípio ativo
MANCOZEBE 80% / PO MALHAVEL (WP),MANCOZEBE,0.0,princípio ativo
DIMETHOATE ORGANOFOSFORADO,ORGANOFOSFORADO,0.0,grupo químico
CARBAMATO/ ORGANOFOSFORADOS,CARBAMATO,0.0,grupo químico
GLIFOSATO GLICINA,GLIFOSATO,0.0,princípio ativo
LAMBDA CIALOLOTRINA E PROFENOFOS,PROFENOFOS,0.0,princípio ativo
INSETICIDA NEONICOTINOIDE,NEONICOTINOIDE,0.0,grupo químico
CARBOSULFANO,CARBOSULFANO,0.0,princípio ativo
TRIFLURALINA GR NORTOX,TRIFLURALINA,0.0,princípio ativo
DIUROM 100G/L,DIUROM,0.0,princípio ativo
TRIFLOXISTROBINA+PROTIOCONAZOL,PROTIOCONAZOL,0.0,princípio ativo
"CIPERMETRINA 5,0 G",CIPERMETRINA,0.0,princípio ativo
PARAQUAT+BENTAZONA,BENTAZONA,0.0,princípio ativo
ESPINETORAM 120G/L,ESPINETORAM,0.0,princípio ativo
DIMETHYLAMNORUIM ACETATO,ACETATO,0.0,grupo químico
DIFLUBENZUROM,DIFLUBENZUROM,0.0,princípio ativo
"FIPRONIL,SULFLURAMIDA",FIPRONIL,0.0,princípio ativo
FIPRONIL+ PIRACLOS+ROBINA+FIOFANATO METILICO.,FIPRONIL,0.0,princípio ativo
CARBAMATO ALDICARD,CARBAMATO,0.0,grupo químico
CARBAMATO ALDICARBE,CARBAMATO,0.0,grupo químico
GLIFOSATO POTASSICO,GLIFOSATO,0.0,princípio ativo
GLIFOSATO 24 D,GLIFOSATO,0.0,princípio ativo
PIRETROIDE (IMSEETIC.),PIRETROIDE,0.0,grupo químico
ATRAZINA 500 BR,ATRAZINA,0.0,princípio ativo
TRIADIMENOL,TRIADIMENOL,0.0,princípio ativo
ALFA CIPERMETRINA EM SOLVENTE CROMETICO,CIPERMETRINA,0.0,princípio ativo
ACEFATO FERSOL 750 PS,ACEFATO,0.0,princípio ativo
GLIFOSATO 1%,GLIFOSATO,0.0,princípio ativo
SAFLUFENACIL 700MG,SAFLUFENACIL,0.0,princípio ativo
GLUFOSINATO DE AMONIO,GLUFOSINATO,0.0,princípio ativo
GLIFOSATO SITEMICO,GLIFOSATO,0.0,princípio ativo
ORGANOFOSFORADO / CARBAMATO  -  T60.0,ORGANOFOSFORADO,0.0,grupo químico
TIAMETOXAM+LAMBDA CIALOTINA,TIAMETOXAM,0.0,princípio ativo
GLIFOSATO ATANOR 48,GLIFOSATO,0.0,princípio ativo
DICLIFENACO DE PARAQUATE,PARAQUATE,0.0,princípio ativo
SETOXIDIM,SETOXIDIM,0.0,princípio ativo
FOMESAFEM+FLUAZITOP-P-BUTIL,FOMESAFEM,0.0,princípio ativo
ATRAZINA NOTYOX 500SC,ATRAZINA,0.0,princípio ativo
GLIFOSATO 480 AGRIPEC,GLIFOSATO,0.0,princípio ativo
PIRETRINAS,PIRETRINAS,0.0,princípio ativo
GLIFOSATO 45%,GLIFOSATO,0.0,princípio ativo
GLIFOSATO/ORGANOFOSFORADO,GLIFOSATO,0.0,princípio ativo
ORGANOFOSFORADO METHAMIDOPHOS,ORGANOFOSFORADO,0.0,grupo químico
ORTENE(ACEFATO),ACEFATO,0.0,princípio ativo
AMETRINA,AMETRINA,0.0,princípio ativo
AZOXISTROBINA CIPROCONAZOL,AZOXISTROBINA,0.0,princípio ativo
PENOXSULAM,PENOXSULAM,0.0,princípio ativo
CLORIDATO DE FORMETANATO,FORMETANATO,0.0,princípio ativo
CARBOFURANO (METILCARBAMATO DE BENZOFURANILA),METILCARBAMATO DE BENZOFURANILA,0.0,grupo químico
METIDATIONA (ORGANOFOSFORADO),METIDATIONA,0.0,princípio ativo
CIPERMETRINA 15.0G,CIPERMETRINA,0.0,princípio ativo
IMIDACLOPRIDO/BETA CIFLUTRINA,CIFLUTRINA,0.0,princípio ativo
CLORPIRIFOS 480,CLORPIRIFOS,0.0,princípio ativo
METOMIL + METANOL,METOMIL,0.0,princípio ativo
TIAMETOXAM 250 G/KG,TIAMETOXAM,0.0,princípio ativo
RAINDUP(GLIFOSATO),GLIFOSATO,0.0,princípio ativo
TRIFLOXISTROBINA + TEBRICONAZOL,TRIFLOXISTROBINA,0.0,princípio ativo
NITROSIN DICLORVOS,DICLORVOS,0.0,princípio ativo
GLIFOSATO (N-(FOSFENOMETIL) GLICINA C348NO5P),GLIFOSATO,0.0,princípio ativo
DIMETOMORFE E MANCOZEBE,DIMETOMORFE,0.0,princípio ativo
BENDIOCARBE,BENDIOCARBE,0.0,princípio ativo
GLIFOSATO N- FOSFONOMETIL GLECINA,GLIFOSATO,0.0,princípio ativo
CICLOHEXADIONA,CICLOHEXADIONA,0.0,grupo químico
BENZOILUREIA,BENZOILUREIA,0.0,grupo químico
ISOPROPILAMINA DE GLIFOSATO,GLIFOSATO,0.0,princípio ativo
"PICLORAM + 2,4-D",PICLORAM,0.0,princípio ativo
PIRETROIDE NICOTINICOS,PIRETROIDE,0.0,grupo químico
CARBAMATO (PESTICIDA),CARBAMATO,0.0,grupo químico
ACETATO HORGANO FOSFORADO,ACETATO,0.0,grupo químico
PERMETRINA,PERMETRINA,0.0,princípio ativo
AZOXISTROBINA/CIPROCONAZOL,AZOXISTROBINA,0.0,princípio ativo
GLIFOSATO 100 ML,GLIFOSATO,0.0,princípio ativo
AZOXISTROBINA + BENZOVINDIFLUPIR,AZOXISTROBINA,0.0,princípio ativo
OXICLORETO DE COBRE,OXICLORETO DE COBRE,0.0,princípio ativo
ISOXAFLUTOLE+ATRAZINA,ATRAZINA,0.0,princípio ativo
"POLIOXIETILENO-AMINA,ACIDOS ORGANICOS DE GLIFOSATO RELACION",GLIFOSATO,0.0,princípio ativo
"TIAMETOXAM,LAMBDA E CIALOTRINA",TIAMETOXAM,0.0,princípio ativo
FIPRONIL,FIPRONIL,0.0,princípio ativo
FOSFETO DE ALUMINIO,FOSFETO DE ALUMINIO,0.0,princípio ativo
VITAVAX CARBOXINA TIRAN,CARBOXINA,0.0,princípio ativo
CARBAMATOS ORGANOFOSFORADO,ORGANOFOSFORADO,0.0,grupo químico
ABAMECTINA/AVERMECTINA.,ABAMECTINA,0.0,princípio ativo
NERMATICIDA CARBAMATO,CARBAMATO,0.0,grupo químico
FENILPIRAZOL,FENILPIRAZOL,0.0,grupo químico
CIPERMETRINA+PROFENOFO,CIPERMETRINA,0.0,princípio ativo
BETA CIFLUTRINA + IMIDACLOPRIDO,CIFLUTRINA,0.0,princípio ativo
IPRODIONA,IPRODIONA,0.0,princípio ativo
TRIFLURALINA,TRIFLURALINA,0.0,princípio ativo
HEXAZINONA 750,HEXAZINONA,0.0,princípio ativo
"CLORPIRIFOS 7,0G",CLORPIRIFOS,0.0,princípio ativo
CARBAMATO GRANULADO,CARBAMATO,0.0,grupo químico
METILCARBAMATO DE OXIMA E METANOL,METANOL,0.0,princípio ativo
FLUROXIPIR,FLUROXIPIR,0.0,princípio ativo
HERBICIDA IMAZAPIR,IMAZAPIR,0.0,princípio ativo
CLORPIRIFOS DICLORVOS,CLORPIRIFOS,0.0,princípio ativo
PROPINEBE,PROPINEBE,0.0,princípio ativo
FIPRONIL+PIRACLOSTROBINA+TIOFONATO-METILICO,FIPRONIL,0.0,princípio ativo
GLIFOSATO SAL ISOPROPILAMINA,GLIFOSATO,0.0,princípio ativo
CLORFENAPIR,CLORFENAPIR,0.0,princípio ativo
SAL ISOPROPILAMINA DE N ( PHOSPHONOMETHYL) GLICINE GLIFOSATO,GLIFOSATO,0.0,princípio ativo
AMETRINA MALATION,AMETRINA,0.0,princípio ativo
DIMETOATO 500 CE NORTO,DIMETOATO,0.0,princípio ativo
FOSFONATO,FOSFONATO,0.0,grupo químico
PIRETROIDE - LAMBDACY HALOTHRIN,PIRETROIDE,0.0,grupo químico
NEONICOTINOIDE E PIRETROIDO,NEONICOTINOIDE,0.0,grupo químico
"DELTAMETRINA 0,05%",DELTAMETRINA,0.0,princípio ativo
HEXAZINANA DIUROM,DIUROM,0.0,princípio ativo
METICARBONATO DE OXINA E PIRETROIDE METILCARBONATO ENXOFRE,ENXOFRE,0.0,princípio ativo
PIRETROIDE + NEONOCOTINOIDE,PIRETROIDE,0.0,grupo químico
CARBARIL,CARBARIL,0.0,princípio ativo
CARFENTRAZONA - ETILICA,CARFENTRAZONA - ETILICA,0.0,princípio ativo
"IMIDACLOPRIDO,CIFLUTRINA",CIFLUTRINA,0.0,princípio ativo
"PICLORAM SAL TRISOPROPANALAMINA EQUIVALENTES ACIDO DE 2,4 D",PICLORAM,0.0,princípio ativo
GLIFOSATO  N-C FOSFONOMETRIL,GLIFOSATO,0.0,princípio ativo
CARBENDAZIM+THIRAM,CARBENDAZIM,0.0,princípio ativo
GLIFOSATO CAPINA,GLIFOSATO,0.0,princípio ativo
ALDICARB ORGANOFOSFORADO,ORGANOFOSFORADO,0.0,grupo químico
CIPERMETRINA TECNICA 10%,CIPERMETRINA,0.0,princípio ativo
"4-AMINO-3,6-DICHLOROPYRIDINE-2-CARBOXYLIC ACID AMINOPIRALIDE",AMINOPIRALIDE,0.0,princípio ativo
GLIFOSATO CRUCIAL,GLIFOSATO,0.0,princípio ativo
ACIDO ARILOXIFENOXIPROPIONICO,ACIDO ARILOXIFENOXIPROPIONICO,0.0,grupo químico
FIPRONIL SULFONA,FIPRONIL,0.0,princípio ativo
BETA-CIFLUTRINA,CIFLUTRINA,0.0,princípio ativo
GLIFOSATO ROUNDUP,GLIFOSATO,0.0,princípio ativo
CIROMAZINA,CIROMAZINA,0.0,princípio ativo
ORGANOFOSFORADO (ALDICARB),ORGANOFOSFORADO,0.0,grupo químico
(1/2 COPO) GLIFOSATO,GLIFOSATO,0.0,princípio ativo
GLIFOSATO DE PANDAPO,GLIFOSATO,0.0,princípio ativo
DICLOVOS E CIPERMETRINA,CIPERMETRINA,0.0,princípio ativo
GLIFOSATO 48% P/V,GLIFOSATO,0.0,princípio ativo
HERBICIDA GLIFOSATO,GLIFOSATO,0.0,princípio ativo
GLUFOSINATO - SAL DE AMONIO,GLUFOSINATO - SAL DE AMONIO,0.0,princípio ativo
FOSFETO E FOSFINA,FOSFINA,0.0,princípio ativo
AZADIRACHTA INDICA,AZADIRACHTA INDICA,0.0,princípio ativo
"AMINOPIRALIDE,PLICORAN,TICLOPIR",AMINOPIRALIDE,0.0,princípio ativo
CARBAMATO ALDICAMB,CARBAMATO,0.0,grupo químico
ORGANOFOSFORADO GLIFOSATO,GLIFOSATO,0.0,princípio ativo
"GLIFOSATO,N-(FOSFONOMETIL) GLICINA",GLIFOSATO,0.0,princípio ativo
CIANAMIDA,CIANAMIDA,0.0,princípio ativo
ACIDO PIRIDINILOXIALCANOICO,ACIDO PIRIDINILOXIALCANOICO,0.0,grupo químico
CARBOXANILIDA + DIMETILDITIOCARBAMATO,CARBOXANILIDA,0.0,grupo químico
ORGANOFOSFORADO/CARBONATO,ORGANOFOSFORADO,0.0,grupo químico
"UREIA,TRIAZINONA E SULFONILUREIA",SULFONILUREIA,0.0,grupo químico
TIODICARBE,TIODICARBE,0.0,princípio ativo
GLIFOSATO (N-(FOSFONOMETIL) GLICINA C3H8NO5P),GLIFOSATO,0.0,princípio ativo
SALDE ISOPROPILAMINA ACIDO DE GLIFOSATO,GLIFOSATO,0.0,princípio ativo
AZOXISTROBINA+CIPROCONAZALE,AZOXISTROBINA,0.0,princípio ativo
CARBAMATO CHUMBINHO,CARBAMATO,0.0,grupo químico
MESOTRIONA,MESOTRIONA,0.0,princípio ativo
NEONICOTINOIDE+CARBOMATO,NEONICOTINOIDE,0.0,grupo químico
TIABENDAZOL,TIABENDAZOL,0.0,princípio ativo
METIL CARBOMATO DE OXINA PIRETROIDE METILCARBOMATO ENXOFRE,ENXOFRE,0.0,princípio ativo
AMITRAZ,AMITRAZ,0.0,princípio ativo
QUIZALOFOPE - P - ETILICO,QUIZALOFOPE - P - ETILICO,0.0,princípio ativo
INCETICIDA SISTEMICO METOMIL,METOMIL,0.0,princípio ativo
CARBAMATO/ORGANOFOSFORADOS,CARBAMATO,0.0,grupo químico
PROPICONAZOL,PROPICONAZOL,0.0,princípio ativo
"PICLORAM + 2,4 TRIETANOLAMINA",PICLORAM,0.0,princípio ativo
FIPRONIL 80%,FIPRONIL,0.0,princípio ativo
ALDICARB - CARBAMATO,CARBAMATO,0.0,grupo químico
SAFLUFENACIL 700 G/KG,SAFLUFENACIL,0.0,princípio ativo
PENDIMETALINA,PENDIMETALINA,0.0,princípio ativo
AGENTE METOMIL,METOMIL,0.0,princípio ativo
"O,S + DIMETHYL ACETYLPHOSPHORAMIDOTHIOATE + ACEFATO",ACEFATO,0.0,princípio ativo
"DIMETHYL-4,4+-BIPYRIDINIUM (PARAQUATE)",PARAQUATE,0.0,princípio ativo
ACIDO PIRIDINOCARBOXILICO E ARILOXIACANOICO,ACIDO PIRIDINOCARBOXILICO,0.0,grupo químico
ACEFATO (ORGANOFOSFORADO),ACEFATO,0.0,princípio ativo
FIPRONIL SULFETO,FIPRONIL,0.0,princípio ativo
GLIFOSATO - HERBICIDA,GLIFOSATO,0.0,princípio ativo
ENXOFRE,ENXOFRE,0.0,princípio ativo
DELTAMETRINA 25G,DELTAMETRINA,0.0,princípio ativo
CARBOSULFANO 700G/L,CARBOSULFANO,0.0,princípio ativo
CIALOTRINA / PROPOXUR,PROPOXUR,0.0,princípio ativo
CIPERMETRINA 15G,CIPERMETRINA,0.0,princípio ativo
ORGANOFOSFORADO CARBAMATO,ORGANOFOSFORADO,0.0,grupo químico
ACIDO4-INDOL-3-ILBUTIRICO+ACIDO GIBERELICO,ACIDO GIBERELICO,0.0,princípio ativo
ENXOFRE FERSOL 520 SC,ENXOFRE,0.0,princípio ativo
CARBAMATO ALDICAB,CARBAMATO,0.0,grupo químico
ACETAMIPRIDO+ALFA-CIPERMETRINA,ACETAMIPRIDO,0.0,princípio ativo
BIPIRIDILIO,BIPIRIDILIO,0.0,grupo químico
SAFLUFENACIL,SAFLUFENACIL,0.0,princípio ativo
"CIPERMTRINA,CLORPIRIFOS,CITRONELAL",CLORPIRIFOS,0.0,princípio ativo
ACETAMIPRIDO,ACETAMIPRIDO,0.0,princípio ativo
ACIDO DE PICLORAM HERBICIDA,PICLORAM,0.0,princípio ativo
METIRAM + PYRACLOSTROBIN,METIRAM,0.0,princípio ativo
BIFENTRINA,BIFENTRINA,0.0,princípio ativo
TRIAZOL E MEONICOTINOIDE,TRIAZOL,0.0,grupo químico
CASUGAMICINA,CASUGAMICINA,0.0,princípio ativo
CIPERMETRINA NORTOX 25,CIPERMETRINA,0.0,princípio ativo
METOMIL/METANOL,METOMIL,0.0,princípio ativo
LAMBDA-CIALOTRINA E CLORANTRANILIPROLE,CLORANTRANILIPROLE,0.0,princípio ativo
HERBICIDA/ GLIFOSATO/ ACIDO GLIFOSADO,GLIFOSATO,0.0,princípio ativo
FIPRONIL NORTOX 800 MG,FIPRONIL,0.0,princípio ativo
PICOXISTROBINA + CIPROCONAZOL,CIPROCONAZOL,0.0,princípio ativo
CIPERMETRINA+CLORPERIFOS+CITRONELA,CIPERMETRINA,0.0,princípio ativo
GLIFOSATO (NI-FOSFONOMETIL),GLIFOSATO,0.0,princípio ativo
ATRAZINA/NICOSSULFUROU,ATRAZINA,0.0,princípio ativo
DIAZINON + CIPERMETRINA,CIPERMETRINA,0.0,princípio ativo
AZOXISTOBINA/BENZOVINDIFLUPIR,BENZOVINDIFLUPIR,0.0,princípio ativo
GLIFOSATO DIPIL,GLIFOSATO,0.0,princípio ativo
DIFENOCONAZOL,DIFENOCONAZOL,0.0,princípio ativo
ACEFATO 970,ACEFATO,0.0,princípio ativo
CIPERMETRINA E CLORPIRIFOS,CLORPIRIFOS,0.0,princípio ativo
ACARICIDA DO GRUPO DE ORGANOFOSFORADO,ORGANOFOSFORADO,0.0,grupo químico
BIFENTRINA 100 G/L,BIFENTRINA,0.0,princípio ativo
ACEFATO 75 PM,ACEFATO,0.0,princípio ativo
GLIFOSATO (N-(FOSFONOMETIL)GLICINA),GLIFOSATO,0.0,princípio ativo
TRICLOPIR,TRICLOPIR,0.0,princípio ativo
ALFA - CIPERMETRINA 200 G/L,CIPERMETRINA,0.0,princípio ativo
DICLORETO DE PARAQUATE 200 G/L	,PARAQUATE,0.0,princípio ativo
DELTAMETRINA 25 MG,DELTAMETRINA,0.0,princípio ativo
FORMICIDA SULFLURAMIDA,SULFLURAMIDA,0.0,princípio ativo
GLIFOSATO (ROUNDUP),GLIFOSATO,0.0,princípio ativo
ETANOL,ETANOL,0.0,princípio ativo
ORGANOFOSFORADO / CARBOMATO,ORGANOFOSFORADO,0.0,grupo químico
CIPERETRINA CITRONELAL CLORPIRIFOS,CLORPIRIFOS,0.0,princípio ativo
DICLORVOS -CIPERMETRINA,CIPERMETRINA,0.0,princípio ativo
PROFENOFOS+LUFENURON,PROFENOFOS,0.0,princípio ativo
CIPROCONAZOL,CIPROCONAZOL,0.0,princípio ativo
HEXAZINONA,HEXAZINONA,0.0,princípio ativo
"CIPERMETRINA,CLORPIRILAS E CITROMETAL",CIPERMETRINA,0.0,princípio ativo
"PICLORAM 82,4D TRETANOLOMINA",PICLORAM,0.0,princípio ativo
GLIFOSATO FERSOL 480 N,GLIFOSATO,0.0,princípio ativo
1/2 COPO GLIFOSATO,GLIFOSATO,0.0,princípio ativo
GLIFOSATO ATANOR,GLIFOSATO,0.0,princípio ativo
MANCOZEBE,MANCOZEBE,0.0,princípio ativo
VENENO ( ORGANOFOSFORADO),ORGANOFOSFORADO,0.0,grupo químico
ATRAZINA ATANOR 50 SC,ATRAZINA,0.0,princípio ativo
CHUMBINHO CARBAMATO,CARBAMATO,0.0,grupo químico
"TALISMA,GLIFOSATO",GLIFOSATO,0.0,princípio ativo
SULFATO DE COBRE,SULFATO DE COBRE,0.0,princípio ativo
TETRACONAZOL (DORMAK),TETRACONAZOL,0.0,princípio ativo
GLIFOSATO DOW AGROSCIE,GLIFOSATO,0.0,princípio ativo
ORGANOFOSFORADO NE,ORGANOFOSFORADO,0.0,grupo químico
DICLORVOS,DICLORVOS,0.0,princípio ativo
GLIFOSATO NORTOX NA,GLIFOSATO,0.0,princípio ativo
PROPANIL ACTION 360,PROPANIL,0.0,princípio ativo
ACEFATO,ACEFATO,0.0,princípio ativo
PIRETROIDE,PIRETROIDE,0.0,grupo químico
PICLORAM,PICLORAM,0.0,princípio ativo
ACEFATO NORTOX,ACEFATO,0.0,princípio ativo
NICOTINOIDE,NICOTINOIDE,0.0,grupo químico
BENTAZONA,BENTAZONA,0.0,princípio ativo
CIPERMENTINA + PROFENOFOS,PROFENOFOS,0.0,princípio ativo
METOMIL/ETANOL,ETANOL,0.0,princípio ativo
TIAMETOXAM +LAMBDA CIALOTRINA,TIAMETOXAM,0.0,princípio ativo
HEXAZINONA+DIURON,HEXAZINONA,0.0,princípio ativo
CIFLUTRINA,CIFLUTRINA,0.0,princípio ativo
"CIPERMETRINA,CLORPIRIFOS MESCLAPIRETROIDE ,ORGANOFOSFORADO",CIPERMETRINA,0.0,princípio ativo
"HIDROCHLORIDE,CLORIDRATO DE CARTAPE",CLORIDRATO DE CARTAPE,0.0,princípio ativo
BROMADIOLONA,BROMADIOLONA,0.0,princípio ativo
FOSMETE,FOSMETE,0.0,princípio ativo
OXADIAZINA,OXADIAZINA,0.0,grupo químico
CARBAMATO ORGANOFOSFORADO,ORGANOFOSFORADO,0.0,grupo químico
CARBENSAZIM+TIRAM,TIRAM,0.0,princípio ativo
IMAZETAPIR PLUS NORTOX,IMAZETAPIR,0.0,princípio ativo
GLIFOSATO 480 A KB HERBICIDA,GLIFOSATO,0.0,princípio ativo
"CIPERMETRINA,PIRETROIDES",CIPERMETRINA,0.0,princípio ativo
BACILLUS THURINGIENSIS,BACILLUS THURINGIENSIS,0.0,princípio ativo
OLEO VEGETAL,OLEO VEGETAL,0.0,princípio ativo
FLUROXIPIR - MEPTELICO,FLUROXIPIR,0.0,princípio ativo
TIAMETOXAM,TIAMETOXAM,0.0,princípio ativo
PIRETROIDE NICOTINICO,PIRETROIDE,0.0,grupo químico
CLETODIM,CLETODIM,0.0,princípio ativo
METOPRENO,METOPRENO,0.0,princípio ativo
NEONICOTINOIDE,NEONICOTINOIDE,0.0,grupo químico
GLIFOSATO RANDUP,GLIFOSATO,0.0,princípio ativo
PIRETROIDE DE NICOTINICO,PIRETROIDE,0.0,grupo químico
"2,4D E AMINOPIRALIDE",AMINOPIRALIDE,0.0,princípio ativo
PICLORAM-TRIETANOLAMINA 388 G/L,PICLORAM,0.0,princípio ativo
CIALOFOPE BUTILICO,CIALOFOPE BUTILICO,0.0,princípio ativo
