pa_ms,pa_anvisa_sim,dist_lev,tipo
DELTAMETRINA (25G/L),DELTAMETRINA,0.0,princípio ativo
EPTC,EPTC,0.0,princípio ativo
TRIATOX-AMITRAZ,AMITRAZ,0.0,princípio ativo
ALIFATICO HALOGENADO,ALIFATICO HALOGENADO,0.0,grupo químico
TRIFLOXISTROBINA 150 G,TRIFLOXISTROBINA,0.0,princípio ativo
ORGANOFOSFORADO (MATA MATA),ORGANOFOSFORADO,0.0,grupo químico
HIDROCARBONETO ALIFATICO,HIDROCARBONETO,0.0,grupo químico
GLICINA SUBSTITUIDA,GLICINA SUBSTITUIDA,0.0,grupo químico
TEFLUBENZUROM,TEFLUBENZUROM,0.0,princípio ativo
CLETODIM,CLETODIM,0.0,princípio ativo
RAUNDUP GLIFOSATO,GLIFOSATO,0.0,princípio ativo
FLUDIOXONIL 25 G |L,FLUDIOXONIL,0.0,princípio ativo
FLUMETRALINA,FLUMETRALINA,0.0,princípio ativo
METAM - SODICO,METAM - SODICO,0.0,princípio ativo
METALDEIDO,METALDEIDO,0.0,princípio ativo
CIPERMETRINA E CLORPIRIFOS,CLORPIRIFOS,0.0,princípio ativo
METOMIL (INSETICIDA),METOMIL,0.0,princípio ativo
CLOMAZONE+ HIDROCARBONETO,HIDROCARBONETO,0.0,grupo químico
CLORPIRIFOS /SEBERA 480 EC,CLORPIRIFOS,0.0,princípio ativo
ORGANOFOSFORADO (ALDICARB),ORGANOFOSFORADO,0.0,grupo químico
FLUROXIPIR + TRICLOPIR,FLUROXIPIR,0.0,princípio ativo
ORGANOFOSFORADO GLIFOSATO,GLIFOSATO,0.0,princípio ativo
SULFLURAMIDA,SULFLURAMIDA,0.0,princípio ativo
ESTROBILURINA+TRIAZOL,ESTROBILURINA,0.0,grupo químico
METOMIL/METANOL,METOMIL,0.0,princípio ativo
BIFETRINA/CARBOSULFANO,CARBOSULFANO,0.0,princípio ativo
HERBECIDA GLIFOSATO,GLIFOSATO,0.0,princípio ativo
FIPRONIL+ PIRACLOS+ROBINA+FIOFANATO METILICO.,FIPRONIL,0.0,princípio ativo
GLIFOSATO DOW AGROSCIE,GLIFOSATO,0.0,princípio ativo
ALFA - CIPERMETRINA 200 G/L,CIPERMETRINA,0.0,princípio ativo
PERMETRINA - FERSOL,PERMETRINA,0.0,princípio ativo
ATRAZINA/NICOSSULFUROU,ATRAZINA,0.0,princípio ativo
SODIUM HIDROGEN METHYLASORNATI (MSMA),MSMA,0.0,princípio ativo
PIRETROIDE E AVERMECTINA,PIRETROIDE,0.0,grupo químico
SAL DE POTASSIO DE GLIFOSATO,GLIFOSATO,0.0,princípio ativo
TETRACONAZOL,TETRACONAZOL,0.0,princípio ativo
IMAZITAPIR E GLIFOSATO,GLIFOSATO,0.0,princípio ativo
PRIME PLUZ,PRIME,0.0,princípio ativo
CARBAMATO/METANOL,METANOL,0.0,princípio ativo
AZADIRACTINA,AZADIRACTINA,0.0,princípio ativo
DICLORFOS  CIPERMETRINA,CIPERMETRINA,0.0,princípio ativo
GLIFOSATO 960,GLIFOSATO,0.0,princípio ativo
TRICLOPIR-BUTOLITICO 667 G/L,TRICLOPIR,0.0,princípio ativo
CARBAMATO ALDICARB ( CHUMBINHO),CARBAMATO,0.0,grupo químico
DIUROM,DIUROM,0.0,princípio ativo
METOMIL E METANOL,METOMIL,0.0,princípio ativo
ACTARA (TIAMETOXAM),TIAMETOXAM,0.0,princípio ativo
DIUROM + HEXAZINONA,DIUROM,0.0,princípio ativo
HIDROCARBONETO,HIDROCARBONETO,0.0,grupo químico
PROVENCE/ ISOXAFLUTOL,ISOXAFLUTOL,0.0,princípio ativo
CLETODIM ALQUIBENZENO,CLETODIM,0.0,princípio ativo
ALDRIN ELDRIN DIELDRIN,ALDRIN,0.0,princípio ativo
PIRETROIDE SINTETICO / BIFENTRINA / DESECANTE,BIFENTRINA,0.0,princípio ativo
DICLORETO DE PARAQUATE 200 G/L	,PARAQUATE,0.0,princípio ativo
ALDRIN,ALDRIN,0.0,princípio ativo
LANNETE - CARBAMATO,CARBAMATO,0.0,grupo químico
ETILENO EXOGENO,ETILENO,0.0,grupo químico
MANCOZEBE/ LANNATE/ ENGEO PLENO,MANCOZEBE,0.0,princípio ativo
PRIME PLUS + DEORO,PRIME,0.0,princípio ativo
TRIAZINONA,TRIAZINONA,0.0,grupo químico
"DIMETIL 4,4 BIPIRIDILIO DICLORTO,ION 200G/L",BIPIRIDILIO,0.0,grupo químico
"2,4 - D ACIDO PICLORAM",PICLORAM,0.0,princípio ativo
"SAL DE AMONIO DE GLIFOSATO 792,5 9KG",GLIFOSATO,0.0,princípio ativo
FLUROXIPIR + PICLORAM,FLUROXIPIR,0.0,princípio ativo
METRIBUZIM,METRIBUZIM,0.0,princípio ativo
METIL CARBAMATO DE OXIMA DE BENZOILUREIA,BENZOILUREIA,0.0,grupo químico
CARBOFURANO (METILCARBAMATO DE BENZOFURANILA),CARBOFURANO,0.0,princípio ativo
CARBAMATO//ORGANOFOSOFRADO,CARBAMATO,0.0,grupo químico
CLORPIRIFOS /SABERA 480EC,CLORPIRIFOS,0.0,princípio ativo
ENDOSSULFAM,ENDOSSULFAM,0.0,princípio ativo
PARAQUAT+BENTAZONA,BENTAZONA,0.0,princípio ativo
GARLON 480 BR HERBICIDA TRICLOPIR BEE,TRICLOPIR,0.0,princípio ativo
CARBOFURANO 350 G/L,CARBOFURANO,0.0,princípio ativo
"PICLORAM +2,4-D",PICLORAM,0.0,princípio ativo
INSETICIDA ORGANOFOSFORADO,ORGANOFOSFORADO,0.0,grupo químico
"CARLSOFURAN,CARBAMATO",CARBAMATO,0.0,grupo químico
GLIFOSATO- SAL DE ISOPROPILAMINA,GLIFOSATO,0.0,princípio ativo
BIPIRIDILIO DICLORETO,BIPIRIDILIO,0.0,grupo químico
ABAMECTINA/AVERMECTINA.,ABAMECTINA,0.0,princípio ativo
TIAMETOXAM +LAMBDA CIALOTRINA,TIAMETOXAM,0.0,princípio ativo
INSETICIDA - ORGANOFOSFORADO,ORGANOFOSFORADO,0.0,grupo químico
LANNATE BR ( METOMIL ),METOMIL,0.0,princípio ativo
"CIPERMTRINA,CLORPIRIFOS,CITRONELAL",CLORPIRIFOS,0.0,princípio ativo
TIAMETOXAM - ENGEOPLENO,TIAMETOXAM,0.0,princípio ativo
METOMIL E NOVALURON,METOMIL,0.0,princípio ativo
"GLIFOSATO,",GLIFOSATO,0.0,princípio ativo
CLORIDRATO DE PROPAMOCARBE,PROPAMOCARBE,0.0,princípio ativo
GLIFOSATO + ISOPROPILAMINA N-PROSPHARANETH/L,GLIFOSATO,0.0,princípio ativo
CARBENDAZIM+THIRAM,CARBENDAZIM,0.0,princípio ativo
DIMETIL CARBAMATO,CARBAMATO,0.0,grupo químico
"GLIFOSATO 100ML,IMIDOCLOPRIDO",GLIFOSATO,0.0,princípio ativo
GLIFOSATO 480,GLIFOSATO,0.0,princípio ativo
"GLIFOSATO/ CONCENTRAVDO SOLUVEL/ 1,5",GLIFOSATO,0.0,princípio ativo
CARBAMATO (CARB),CARBAMATO,0.0,grupo químico
GLIFOSATO (N-(FOSFENOMETIL) GLICINA C348NO5P),GLIFOSATO,0.0,princípio ativo
"CARBOSULFANO (67,5-72,5%)",CARBOSULFANO,0.0,princípio ativo
CLORPIRIFOS   GLIFOSATO,CLORPIRIFOS,0.0,princípio ativo
ALDICARB ( CARBAMATO),CARBAMATO,0.0,grupo químico
LAMBDA-CIALOTRINA/TIAMETOXAM,TIAMETOXAM,0.0,princípio ativo
BARRAGE (CIPERMETRINA),CIPERMETRINA,0.0,princípio ativo
GLIFOSATO ATANOR 48,GLIFOSATO,0.0,princípio ativo
TIAMETOXAM+LAMBDACIALOTRINA,TIAMETOXAM,0.0,princípio ativo
GRUPO QUIMICO NEONICOTINOIDE,NEONICOTINOIDE,0.0,grupo químico
TRIFLOXISTRO BINA/ CIPROCONAZOL,CIPROCONAZOL,0.0,princípio ativo
VEGET'OIL - ESTERES DE ACIDOS GRAXOS,ESTERES DE ACIDOS GRAXOS,0.0,grupo químico
GLIFOSATO RONDALGE,GLIFOSATO,0.0,princípio ativo
ACIDO DE PICLORAM HERBICIDA,PICLORAM,0.0,princípio ativo
SINTESE DO GLIFOSATO,GLIFOSATO,0.0,princípio ativo
"FLUXOXIPIR,TRICLOPIR",TRICLOPIR,0.0,princípio ativo
ALFA CIPERMETRINA 100MG/L,CIPERMETRINA,0.0,princípio ativo
FIPROVIL 250G/L PIRACLOSTROBINA 25G/L THIOPHONOTE METHYL 225,PIRACLOSTROBINA,0.0,princípio ativo
FOLIDOL ORGANOFOSFORADO,ORGANOFOSFORADO,0.0,grupo químico
RANDUP GLIFOSATO,GLIFOSATO,0.0,princípio ativo
GLIFOSATO OTAMOR 48,GLIFOSATO,0.0,princípio ativo
PICOXISTROBINA,PICOXISTROBINA,0.0,princípio ativo
PROFENOFOS+LUFENURON,PROFENOFOS,0.0,princípio ativo
NEOCOTINOIDE PIRETROIDE,PIRETROIDE,0.0,grupo químico
PICLORAM 2- 4 D,PICLORAM,0.0,princípio ativo
GRMOCIL BIPIRIDILIO CLASSE PARAQUAT,BIPIRIDILIO,0.0,grupo químico
HIDROCARBONETO DE DESLICO DO PETROLEO,HIDROCARBONETO,0.0,grupo químico
CARBAMATO GRANULADO,CARBAMATO,0.0,grupo químico
KACCID CARBARIL,CARBARIL,0.0,princípio ativo
ORGANOFOSFORADO   TAMARON,ORGANOFOSFORADO,0.0,grupo químico
GLIFOSATO/PIRETOIDE,GLIFOSATO,0.0,princípio ativo
DELTAMETRINA 25G/L,DELTAMETRINA,0.0,princípio ativo
HERBICIDA ATRAZINA,ATRAZINA,0.0,princípio ativo
SAFLUFENACIL 700 G/KG,SAFLUFENACIL,0.0,princípio ativo
FENIL PRAZOL FIPRONIL,FIPRONIL,0.0,princípio ativo
ANTRANILAMIDA,ANTRANILAMIDA,0.0,grupo químico
MSMA,MSMA,0.0,princípio ativo
DELTAMETRINA 25MG/ML,DELTAMETRINA,0.0,princípio ativo
"PICLORAM +2,4 D",PICLORAM,0.0,princípio ativo
SABRE CLORPIRIFOS,CLORPIRIFOS,0.0,princípio ativo
GAMIDI-GLIFOSATO-DESIS,GLIFOSATO,0.0,princípio ativo
"FIPRONIL,COMET E ALBATROSS",FIPRONIL,0.0,princípio ativo
MATA-MATO (GLIFOSATO),GLIFOSATO,0.0,princípio ativo
"BIPIRIDILIOS,CLOROTALONIL,MANCOZEBE",CLOROTALONIL,0.0,princípio ativo
"PICLORAM+2,4-D",PICLORAM,0.0,princípio ativo
"UREIA,TORDON,DOMUS",UREIA,0.0,grupo químico
GLIFOSATO 445G/L,GLIFOSATO,0.0,princípio ativo
METONIL (CARBAMATO),CARBAMATO,0.0,grupo químico
CICLOHEXADIONA,CICLOHEXADIONA,0.0,grupo químico
ALDICARBE ORGANOFOSFORADOS,ALDICARBE,0.0,princípio ativo
ROUNDAP( GLIFOSATO),GLIFOSATO,0.0,princípio ativo
PI RETOIDE NEONICOTINOIDE,NEONICOTINOIDE,0.0,grupo químico
GLIFOSATO (HERBICIDA),GLIFOSATO,0.0,princípio ativo
HEXAZINONA D (NORTOX),HEXAZINONA,0.0,princípio ativo
"CONTEM POS CALCIO,UREIA,SAL",UREIA,0.0,grupo químico
CIPERMETRINA 15.0G.,CIPERMETRINA,0.0,princípio ativo
GLIFOSATO SAL DE ISOPROPILAMINA,GLIFOSATO,0.0,princípio ativo
AMINOPIRALIDE E FLUROXIPIR,AMINOPIRALIDE,0.0,princípio ativo
INSETIMASTER E CIPERMETRINA,CIPERMETRINA,0.0,princípio ativo
"CIPERMETRINA 0,5%",CIPERMETRINA,0.0,princípio ativo
HEXAZINANA DIUROM,DIUROM,0.0,princípio ativo
"DELTAMETRINA 0,05%",DELTAMETRINA,0.0,princípio ativo
FENIL PIRAZOL FIPRONIL,FIPRONIL,0.0,princípio ativo
ORGANOFOSFORADO (CHUBINHO),ORGANOFOSFORADO,0.0,grupo químico
VITAVAX CARBOXINA + TIRAM,CARBOXINA,0.0,princípio ativo
DIVRON- DIMETIL UREIA,UREIA,0.0,grupo químico
"GLIFOSATO 0,48%",GLIFOSATO,0.0,princípio ativo
CARBENDAZIM,CARBENDAZIM,0.0,princípio ativo
"TALISMA,GLIFOSATO",GLIFOSATO,0.0,princípio ativo
MARTEN - DELTAMETRINA,DELTAMETRINA,0.0,princípio ativo
ORGANO FOSFORADO/CARBAMATO,CARBAMATO,0.0,grupo químico
PROPOXUR 1%,PROPOXUR,0.0,princípio ativo
ORGANOFOSFORADO / CARBAMATO,ORGANOFOSFORADO,0.0,grupo químico
PIRETROIDE - LAMBDACY HALOTHRIN,PIRETROIDE,0.0,grupo químico
ATRAZINA,ATRAZINA,0.0,princípio ativo
DELTAMETRINA 258 /L,DELTAMETRINA,0.0,princípio ativo
ACETATO FOX E BELT,ACETATO,0.0,grupo químico
GLIFOSATO+BUTOX+KOTRINI,GLIFOSATO,0.0,princípio ativo
ACETATO FEROSOL 750 SP,ACETATO,0.0,grupo químico
ETOXISSULFUROM,ETOXISSULFUROM,0.0,princípio ativo
PIRETROIDE AGROP,PIRETROIDE,0.0,grupo químico
BIFENTRINA E IMIDACLOPRIDO,BIFENTRINA,0.0,princípio ativo
GLIFOSATO/AMINA,GLIFOSATO,0.0,princípio ativo
PROPICONAZOL + DIFENOCONAZOL,DIFENOCONAZOL,0.0,princípio ativo
PROFENOFOS+ LUFENURON,PROFENOFOS,0.0,princípio ativo
"DIURON ,HEXAZINONA",HEXAZINONA,0.0,princípio ativo
CIANTRANILIPROLE,CIANTRANILIPROLE,0.0,princípio ativo
ACEFATO FOT E BELT,ACEFATO,0.0,princípio ativo
CARBONATO/ORGANOFOSFORADO,ORGANOFOSFORADO,0.0,grupo químico
GLIFOSATO 48,GLIFOSATO,0.0,princípio ativo
"RANDAP,GLIFOSATO",GLIFOSATO,0.0,princípio ativo
AMINOL/HEXAZINONA/DUAL GOLD,HEXAZINONA,0.0,princípio ativo
METIDATIONA,METIDATIONA,0.0,princípio ativo
DITHIANON (DITIANONA),DITIANONA,0.0,princípio ativo
CARBAMATO OU ORGANOFOSFORADOS,CARBAMATO,0.0,grupo químico
OXITETRACICLINA+SULF DE ESTREPTOMICINA,ESTREPTOMICINA,0.0,princípio ativo
REGENT 20 GR (FIPRONIL),FIPRONIL,0.0,princípio ativo
GLIFORATO ORGANOFOSFORADO,ORGANOFOSFORADO,0.0,grupo químico
GLIFOSATO ROUND UP,GLIFOSATO,0.0,princípio ativo
"CIPERMETRINA,CLORPIRILAS E CITROMETAL",CIPERMETRINA,0.0,princípio ativo
GLIFOSATO + FOSFONOMETRIL,GLIFOSATO,0.0,princípio ativo
NIMBUS (OLEO MINERAL),OLEO MINERAL,0.0,princípio ativo
DI GLIFOSATO,GLIFOSATO,0.0,princípio ativo
SAFLUFENACIL,SAFLUFENACIL,0.0,princípio ativo
RECOP (OXICLORETO DE COBRE),OXICLORETO DE COBRE,0.0,princípio ativo
FLUMETRALINA 125G/L,FLUMETRALINA,0.0,princípio ativo
DIOXIDO DE ENXOFRE,ENXOFRE,0.0,princípio ativo
ROUDUP (GLIFOSATO),GLIFOSATO,0.0,princípio ativo
DIVROM + HEXAZINONA,HEXAZINONA,0.0,princípio ativo
PROPANIL,PROPANIL,0.0,princípio ativo
ORGANOFOSFORADO/CARBONATO,ORGANOFOSFORADO,0.0,grupo químico
"CLORPIRIFOS (ORGANOFOSFORADO) ATENOLOL,CAPTOPRIL",CLORPIRIFOS,0.0,princípio ativo
TRICETONA,TRICETONA,0.0,grupo químico
METOMIL - S-METHOMYL  D-METHOMYL CARBAMAYLOXY,METOMIL,0.0,princípio ativo
LONNATE METOMIL,METOMIL,0.0,princípio ativo
CIPERMETRINA+CLORPIRIFOS+CITRONELAL,CLORPIRIFOS,0.0,princípio ativo
CARBAMATO ORGANOSFOSFORADO,CARBAMATO,0.0,grupo químico
DICLORVOS,DICLORVOS,0.0,princípio ativo
CARBAMATO ALDICARB),CARBAMATO,0.0,grupo químico
GLIFOSATO - HERBICIDA,GLIFOSATO,0.0,princípio ativo
GLIFOSATO NUFARM,GLIFOSATO,0.0,princípio ativo
METIL PARATION 20%,PARATION,0.0,princípio ativo
FLUROXIPIR - MEPTELICO,FLUROXIPIR,0.0,princípio ativo
GLIFOSATO (MATAMATO),GLIFOSATO,0.0,princípio ativo
BETA- CIFLUTRINA: PIRETROIDE,PIRETROIDE,0.0,grupo químico
METOMIL/ETANOL,ETANOL,0.0,princípio ativo
PARAQUATE ( BIPIRIDILIO),PARAQUATE,0.0,princípio ativo
BETACIFLUTRINA+IMIDACLOPRIDO,IMIDACLOPRIDO,0.0,princípio ativo
AZOXISTROBINA/CIPROCONAZOL,AZOXISTROBINA,0.0,princípio ativo
GLIFOSATO (ORGOFOSFORATO),GLIFOSATO,0.0,princípio ativo
ORGANOFOSFORADO (CHUMBINHO),ORGANOFOSFORADO,0.0,grupo químico
FIPRONIL SULFLURAMIDA CLORPIRIFOS HIDRAMETILONA,CLORPIRIFOS,0.0,princípio ativo
ORGANOFOSFORADO / MALATION,ORGANOFOSFORADO,0.0,grupo químico
GLIFOSATO 1/4 XIC SIC,GLIFOSATO,0.0,princípio ativo
PIRACLOSTROBINA,PIRACLOSTROBINA,0.0,princípio ativo
GLIFOSATO  HERBICIDA,GLIFOSATO,0.0,princípio ativo
"O,S + DIMETHYL ACETYLPHOSPHORAMIDOTHIOATE + ACEFATO",ACEFATO,0.0,princípio ativo
ORGANOFOSFORADO RANDOP,ORGANOFOSFORADO,0.0,grupo químico
AMETRINA ALTA 500 SC,AMETRINA,0.0,princípio ativo
GLIFOSATO 500ML,GLIFOSATO,0.0,princípio ativo
CLORIDRATO DE CARTAPE,CLORIDRATO DE CARTAPE,0.0,princípio ativo
"ACIDO PIRIDINOCARBOXILICO E 2,4-D AO ACIDO ARILOXIALCANOICO",ACIDO PIRIDINOCARBOXILICO,0.0,grupo químico
MANCOZEBE  750,MANCOZEBE,0.0,princípio ativo
DIFETIALONA,DIFETIALONA,0.0,princípio ativo
PROPINEBE,PROPINEBE,0.0,princípio ativo
LIMBUS GLIFOSATO,GLIFOSATO,0.0,princípio ativo
AMINOPIRALIDE,AMINOPIRALIDE,0.0,princípio ativo
PIRETROIDE NICOTINICO,PIRETROIDE,0.0,grupo químico
FUROXIPIR MHE + PICLORAM,PICLORAM,0.0,princípio ativo
GLIFOSATO FERSOL,GLIFOSATO,0.0,princípio ativo
CIFLUTRINA,CIFLUTRINA,0.0,princípio ativo
ISOPROPILAMINA DE GLIFOSATO,GLIFOSATO,0.0,princípio ativo
TRIAZOL+ESTROBILURINA,ESTROBILURINA,0.0,grupo químico
CHUMBINHO (CARBAMATO),CARBAMATO,0.0,grupo químico
FORMICIDA SULFLURAMIDA,SULFLURAMIDA,0.0,princípio ativo
"FOSFONOMETIL,GLIFOSATO,GLICINA",GLIFOSATO,0.0,princípio ativo
SAL DE AMONIO E GLIFOSATO,GLIFOSATO,0.0,princípio ativo
FIPRONIL - PIRAZOL,FIPRONIL,0.0,princípio ativo
CUMATETRALIL,CUMATETRALIL,0.0,princípio ativo
"GLIFOSATO,N-(FOSFONOMETIL) GLICINA",GLIFOSATO,0.0,princípio ativo
TAMARON (ORGANOFOSFORADO ),ORGANOFOSFORADO,0.0,grupo químico
GLIFOSATO+METSUFORON,GLIFOSATO,0.0,princípio ativo
DICLIFENACO DE PARAQUATE,PARAQUATE,0.0,princípio ativo
TIAMETOXAM 250 G/KG,TIAMETOXAM,0.0,princípio ativo
RONDUP/GLIFOSATO,GLIFOSATO,0.0,princípio ativo
"UREIA,ACIDO BORICO",ACIDO BORICO,0.0,princípio ativo
DIMETHOATE ORGANOFOSFORADO,ORGANOFOSFORADO,0.0,grupo químico
CLOMAZONA,CLOMAZONA,0.0,princípio ativo
"CLOMAZONA 1,6 HEXAMETILENO DIAMINA NITRATO DE SODIO",CLOMAZONA,0.0,princípio ativo
TRIADIMENOL+DISULFOTON,TRIADIMENOL,0.0,princípio ativo
FIPROMIL (FORMICIDA  DO GRUPO PIRAZOL,PIRAZOL,0.0,grupo químico
ISOXAFLUTOLE+ATRAZINA,ATRAZINA,0.0,princípio ativo
"HIDROCARBONETO AROMATICO,ESTERES METILICOS E POLIOL FOSFATAD",HIDROCARBONETO,0.0,grupo químico
AGROTOXICO ALDICARBE (CARBAMATO ALDICARB),ALDICARBE,0.0,princípio ativo
ALDICARB - CARBAMATO,CARBAMATO,0.0,grupo químico
ORGANOFOSFORADO/ CHUMBINHO,ORGANOFOSFORADO,0.0,grupo químico
DIFENOCONAZOL,DIFENOCONAZOL,0.0,princípio ativo
GLIFOSATO 2%,GLIFOSATO,0.0,princípio ativo
IMIDACLOPRIDO/BETA CIFLUTRINA,CIFLUTRINA,0.0,princípio ativo
CARBOSULFAN+BIFENTRINA,BIFENTRINA,0.0,princípio ativo
(AGROTOXICO) CARBAMATO ALDICARB,CARBAMATO,0.0,grupo químico
"CUMARINICO,PIRETROIDE,4C PARACETAMOL,ACALMIL",PIRETROIDE,0.0,grupo químico
CARBONATO + ORGANOFOSFORADO,ORGANOFOSFORADO,0.0,grupo químico
FIPRONIL + PIRACLOSTROBINA,FIPRONIL,0.0,princípio ativo
GLIFOSATO ( RANDAPE),GLIFOSATO,0.0,princípio ativo
CHUMBINHO ALDICARBE,ALDICARBE,0.0,princípio ativo
ORGANOFOSFORADO/CARBOMARO,ORGANOFOSFORADO,0.0,grupo químico
AGENTE METOMIL,METOMIL,0.0,princípio ativo
PICOXISTROBINA + CIPROCONAZOL,CIPROCONAZOL,0.0,princípio ativo
CLARION (ORGANOFOSFORADO),ORGANOFOSFORADO,0.0,grupo químico
TIAMETOXAM E LAMBDA - CIALOTRINA,LAMBDA - CIALOTRINA,0.0,princípio ativo
LINUROM,LINUROM,0.0,princípio ativo
BIFENTRINA 100 G/L,BIFENTRINA,0.0,princípio ativo
MONOCROTOFOS,MONOCROTOFOS,0.0,princípio ativo
100 ML ROUNDUP - GLIFOSATO,GLIFOSATO,0.0,princípio ativo
"IMAZAQUIM,ACIDO OSCO,INIDAZOL E QUINOLINO CARBOLICILICO",IMAZAQUIM,0.0,princípio ativo
CLORPIRI FOS  ORGANOFOSFORADO,ORGANOFOSFORADO,0.0,grupo químico
ROUNDUP; GLIFOSATO; VERDADEIRO,GLIFOSATO,0.0,princípio ativo
GLIFOSATO/ORGANOFOSFATO,GLIFOSATO,0.0,princípio ativo
AMITRAZ,AMITRAZ,0.0,princípio ativo
ALDICARBE (CHUMBINHO),ALDICARBE,0.0,princípio ativo
LAMBDA-CIALOTRINA E CLORANTRANILIPROLE,CLORANTRANILIPROLE,0.0,princípio ativo
"CARBARIL,",CARBARIL,0.0,princípio ativo
ORGANOFOSFORADO/CARBAMATOS,ORGANOFOSFORADO,0.0,grupo químico
"1,1+-DIMETHYL-4,4+-BIPYRIDINIUM (PARAQUATE)",PARAQUATE,0.0,princípio ativo
ORGANOFOSFORADO (HERBICIDA),ORGANOFOSFORADO,0.0,grupo químico
IMIDOCLOPRIDO + BIFENTRINA,BIFENTRINA,0.0,princípio ativo
ORGANOFOSFORADO LORDAM,ORGANOFOSFORADO,0.0,grupo químico
1/2 COPO GLIFOSATO,GLIFOSATO,0.0,princípio ativo
DICLORVOS 2%,DICLORVOS,0.0,princípio ativo
PIRETROIDE NEONICOTINOIDE,NEONICOTINOIDE,0.0,grupo químico
FLUXAPIROXADE,FLUXAPIROXADE,0.0,princípio ativo
GLIFOSATO - SAL DE POSTASSIO/HOPROPILAMINA,GLIFOSATO,0.0,princípio ativo
"LUFENURON,PROFENOFOS",PROFENOFOS,0.0,princípio ativo
CLORPIRIFOS FERSOL 480,CLORPIRIFOS,0.0,princípio ativo
ALDRIN ENDRIN DEILDRIN,ALDRIN,0.0,princípio ativo
CLORPIRIFOS 25G,CLORPIRIFOS,0.0,princípio ativo
SAL DIMETILAMINA MCPA,MCPA,0.0,princípio ativo
PRIME PLUS,PRIME,0.0,princípio ativo
IV- OLEO MINERAL,OLEO MINERAL,0.0,princípio ativo
ALFA - CIPERMETRINA,CIPERMETRINA,0.0,princípio ativo
TIODICARBE 350MG/L,TIODICARBE,0.0,princípio ativo
TIODICARBE,TIODICARBE,0.0,princípio ativo
AZOXISTROBINA-,AZOXISTROBINA,0.0,princípio ativo
CARBAMATO DE LITIO,CARBAMATO,0.0,grupo químico
METAM SODICO,METAM,0.0,princípio ativo
AZOXISTROBINA+CIPROCONAZALE,AZOXISTROBINA,0.0,princípio ativo
GLIFOSATO 100MG,GLIFOSATO,0.0,princípio ativo
CITOCININA,CITOCININA,0.0,grupo químico
LANNATE - CARBAMATO,CARBAMATO,0.0,grupo químico
SETOXIDIM,SETOXIDIM,0.0,princípio ativo
AZOXISTRIBINA + CIPROCONAZOL,CIPROCONAZOL,0.0,princípio ativo
"2,4-D+ PICLORAM",PICLORAM,0.0,princípio ativo
10ML AMITRAZ,AMITRAZ,0.0,princípio ativo
IMIDACLOPRIDO 700G/KG,IMIDACLOPRIDO,0.0,princípio ativo
MSMA ORGANOARSENICO VOLCANE,MSMA,0.0,princípio ativo
NEONICOTINOIDE,NEONICOTINOIDE,0.0,grupo químico
METIRAM,METIRAM,0.0,princípio ativo
GLIFOSATO 480 SC,GLIFOSATO,0.0,princípio ativo
FIPRONIL CIPERMETRINA,CIPERMETRINA,0.0,princípio ativo
DIETHYL (DIMETHOXYTHIOPHOSPHORYLTHIO SUCCINATE MALATIONA,MALATIONA,0.0,princípio ativo
FLUROXIPIRNHE + PICLORAM,PICLORAM,0.0,princípio ativo
FENARIMOL,FENARIMOL,0.0,princípio ativo
"FURADAN,CARBAMATO,BA",CARBAMATO,0.0,grupo químico
"FIPRONIL,PIRACLOSTROBINA E NETIL TIOFANATO",FIPRONIL,0.0,princípio ativo
ROUNDUP ( GLIFOSATO ),GLIFOSATO,0.0,princípio ativo
FLUMIOXAZINA,FLUMIOXAZINA,0.0,princípio ativo
QUIZALOFOPE - P - ETILICO,QUIZALOFOPE - P - ETILICO,0.0,princípio ativo
IMIDACLOPRIDO + BETA-CIFLUTRINA,CIFLUTRINA,0.0,princípio ativo
METOMIL + METANOL,METOMIL,0.0,princípio ativo
PIRETRINAS,PIRETRINAS,0.0,princípio ativo
ORGANOFOSFORADO DIAZITOP,ORGANOFOSFORADO,0.0,grupo químico
CARBOFURANO- CONCENTRACAO DE I.A. 350 G/ L,CARBOFURANO,0.0,princípio ativo
CIALOFOPE BUTILICO,CIALOFOPE BUTILICO,0.0,princípio ativo
METIL CARBOMATO DE OXINA PIRETROIDE METILCARBOMATO ENXOFRE,ENXOFRE,0.0,princípio ativo
GRANDLURE,GRANDLURE,0.0,princípio ativo
IMIDACLOPRIDO 200,IMIDACLOPRIDO,0.0,princípio ativo
TRIFLOXISTROBINA 375G/L E CIPROCONAZOL 160G/L,CIPROCONAZOL,0.0,princípio ativo
ENXOFRE FERSOL 520 SC,ENXOFRE,0.0,princípio ativo
METIRAM + PYRACLOSTROBIN,METIRAM,0.0,princípio ativo
CIMOXANIL,CIMOXANIL,0.0,princípio ativo
ESPIRODICLOFENO,ESPIRODICLOFENO,0.0,princípio ativo
CARBARIL- VENENO PARA FORMIGAS,CARBARIL,0.0,princípio ativo
PRIMOLEO (TRIAZINA),TRIAZINA,0.0,grupo químico
PROCLORAZ,PROCLORAZ,0.0,princípio ativo
PIRIDABEM,PIRIDABEM,0.0,princípio ativo
AMITRAZ INDETERMINADO,AMITRAZ,0.0,princípio ativo
PIRETRINA DELTAMETRINA CUMARINICO,DELTAMETRINA,0.0,princípio ativo
"GLIFOSATO 2,4D",GLIFOSATO,0.0,princípio ativo
