nome_ms,prod_mais_similar,dist_lev,ingrediente,tipo
DIAFENTUIRON,RAINBURON,6.0,DIUROM,princípio ativo
AZOXYSTROBIN E CYPROCANAZOLE,SHAR-CONAZOL,6.0,TEBUCONAZOLE,princípio ativo
"TOCHA,CROMOSSOMO",TOCHA,0.0,DICLORETO DE PARAQUATE,princípio ativo
LAMBDA-CIALOTRINA',LAVRA,3.0,"2,4 - D",princípio ativo
PREMIPRU,PREMIO,3.0,FLUTRIAFOL,princípio ativo
ABAMETICTINA DIENOCONOZOL,AMETISTA,5.0,BIFENTRINA,princípio ativo
SHELTER,SHELTER,0.0,FIPRONIL,princípio ativo
THIACLOPRID,PICLORAM,6.0,PICLORAM,princípio ativo
SULFATO DE AMONIO,DEZ,1.0,"2,4 - D",princípio ativo
DMA 24-D,DAVOS,4.0,LAMBDA-CIALOTRINA,princípio ativo
CALCARIA GEOLOGICA,CALARIS,2.0,MESOTRIONA,princípio ativo
INIBIDOR DE COLINESTEROSE,DEZ,1.0,"2,4 - D",princípio ativo
FOSFATO DE ALUMINIO 57%MM,DEZ,1.0,"2,4 - D",princípio ativo
CITREX,PIREO,3.0,LUFENUROM,princípio ativo
PEDRON,VERLON,3.0,"2,4 - D",princípio ativo
SUPLEMENTO VITAMINICO,SUPER BT,5.0,BACILLUS THURINGIENSIS,princípio ativo
DMA 806BR,SORBA,4.0,LUFENUROM,princípio ativo
DORMEX (UVA),UZAT,2.0,AZOXISTROBINA,princípio ativo
CLORIDRATO MONOIDRATADO DE CIPROFLOXACINO,DEZ,1.0,"2,4 - D",princípio ativo
MOSTAGUE,OCTANE,4.0,TRICHODERMA HARZIANUM,princípio ativo
SPINOSAD,GLIFOSAL,4.0,GLIFOSATO,princípio ativo
AGRITOALO,ARTOIL,4.0,OLEO VEGETAL,princípio ativo
TORDY,LORD ,2.0,CLETODIN,princípio ativo
PWIRINEX,PIREO,4.0,LUFENUROM,princípio ativo
LOSBAN,SORBA,3.0,LUFENUROM,princípio ativo
FLUOROCETATO DE SODIO COMPOSTO 1080,DEZ,1.0,"2,4 - D",princípio ativo
VEZIR,VERTER,3.0,SULFOXAFLOR,princípio ativo
EXALT,EXALT,0.0,SPINETORAM,princípio ativo
IMPRESSIVE 250WP,IMPRESSIVE 250 WP,1.0,DIFLUBENZUROM,princípio ativo
K-OTRINE 5C 25,PROTONE,4.0,ACIDO ABSCISICO,princípio ativo
BUTOR,TUTOR,1.0,HIDROXIDO DE COBRE,princípio ativo
PRADRAO,NADRAN,3.0,CLORETO DE MEPIQUATE,princípio ativo
ANGEL,AUGE,2.0,HIDROXIDO DE COBRE,princípio ativo
VOLCANO E MILANIA,VELDARA,4.0,PIRACLOSTROBINA,princípio ativo
DIAZEPAN 38 COMP,NIPPON,5.0,NICOSSULFUROM,princípio ativo
TENOZ,TEJO,2.0,MANCOZEBE,princípio ativo
PIT BULL,BIO-HULK,5.0,TRICHODERMA ASPERELLUM,princípio ativo
PYRINEX,PRIDE,3.0,GLIFOSATO,princípio ativo
EVIDENCIA(CONFIDOR),HODOR,4.0,MANCOZEBE,princípio ativo
PARACETAMOL,PREDADOR,6.0,ESPIRODICLOFENO,princípio ativo
PANTER,PAICER,2.0,NICOSULFUROM,princípio ativo
AGREE,AGILE,2.0,CLETODIM,princípio ativo
SERCOMIL,CERCONIL,2.0,TIOFANATO METILICO,princípio ativo
FORNO METALICO - SOLDA,FUORO,2.0,LUFENUROM,princípio ativo
LEBAYCID 500,LEGACY,4.0,FLUAZINAM,princípio ativo
DIAZETOP PM,DAVOS,5.0,LAMBDA-CIALOTRINA,princípio ativo
GATO 1000,LAVA 100,4.0,TEBUTHIURON,princípio ativo
CAL,NAN,2.0,NAN,princípio ativo
CHUMBO,SUMO,3.0,"2,4 - D",princípio ativo
METAMIZAFOSE,MAXIZATO,6.0,GLIFOSATO,princípio ativo
TIAMEXAN,FIRMEZA,4.0,TIOFANATO-METILICO,princípio ativo
CHUMERINHO,MERISTO,5.0,MESOTRIONA,princípio ativo
FLUAZIFOP-P-BUTYL,BITELO,3.0,"2,4 - D",princípio ativo
"2,3 DIHYDRO 2,2",DISPARO,3.0,"PICLORAM,SAL DIMETILAMINA+2,4 - D SAL DIMETILAMINA",princípio ativo
EUCALIPTO,QUALITY,4.0,TRICHODERMA ASPERELLUM,princípio ativo
FOLIDOR,HODOR,3.0,MANCOZEBE,princípio ativo
BR,BRAVO,3.0,TRICHODERMA HARZIANUM,princípio ativo
TAMATO,TAMIZ,3.0,AZOXISTROBINA,princípio ativo
GALAX,WALUX,2.0,"2,4 - D",princípio ativo
REGENTE 800,PRESENCE,3.0,BACILLUS LICHENIFORMIS,princípio ativo
LENATE,NATU,3.0,DIFLUBENZUROM,princípio ativo
COTRIN,CYTOLIN,3.0,ACIDO GIBERELICO,princípio ativo
SULFATO DE ZINCO,DEZ,1.0,"2,4 - D",princípio ativo
TIOFANATO-METILICO,METABIO,3.0,METARHIZIUM ANISOPLIAE,princípio ativo
ARGANAFOSFORADO,ARIONE SCUDO,9.0,OXICLORETO DE COBRE,princípio ativo
HERBEK,HELMET,3.0,FLUTOLANIL,princípio ativo
METRIMEX,METIE,3.0,METARHIZIUM ANISOPLIAE,princípio ativo
ADESIL,MISSIL,3.0,HALOXIFOPE-P-METILICO,princípio ativo
FOLIAS,EFORIA,3.0,TIAMETOXAM+LAMBDA-CIALOTRINA,princípio ativo
FEGATEX,NEMATEC,3.0,DELADENUS SIRICIDICOLA,princípio ativo
CRURACON,CRICEN,4.0,METALAXIL-M,princípio ativo
TORDON 2X4D,NORTON,2.0,"SAL TRIETANOLAMINADE 2,4 - D+SAL DE TRIETANOLAMINA DE PICLORAM",princípio ativo
TORGO/DNA,TORERO,2.0,MANCOZEBE,princípio ativo
COLOSSO PULVERIZACAO = 50 ML,COLISEO,2.0,ATRAZINA,princípio ativo
INGEL / TRIATOX,YOVEL,3.0,ACETAMIPRIDO,princípio ativo
BUTOXIDO DE PIPERONITA,DEZ,1.0,"2,4 - D",princípio ativo
PRISMA,PRIMO,2.0,AZOXISTROBINA,princípio ativo
AGRITODATO,AGRILIST,5.0,"2,4 - D",princípio ativo
MONOFLUORACETATO,SOURCE TOP,10.0,PIRACLOSTROBINA,princípio ativo
DOMINE,PROLINE,3.0,PROTICONAZOL,princípio ativo
TETRACHLOROISOPHTHALONITRILE,CHLOROTHALONIL TECNICO,17.0,CHLOROTHALONIL,princípio ativo
GLIOFOZATO,GLIFOSAL,4.0,GLIFOSATO,princípio ativo
N-FOSFONOMETIL GLICINA,GLINT,3.0,HALOXIFOPE-P-METILICO,princípio ativo
IDESUFAN (20 LITROS),TROIA,4.0,MANCOZEBE,princípio ativo
INDUBRAS PRATA MATABICHEIRA,AGATA,2.0,FLUAZINAM,princípio ativo
CHERMINONA TWISTER,WIPER,3.0,CLOROTALONIL,princípio ativo
DIMETILAMINA,GESAMENA,7.0,AMETRINA,princípio ativo
SAL DE ISOPROPILAMINA DE N-(PHOSPHONOMETHYL)GLYCINE (GLIFOSA,DEZ,1.0,"2,4 - D",princípio ativo
JAUSTAN,MAXSAN,3.0,DINOTEFURAM,princípio ativo
SOB  SAIA,SOBERANO,5.0,FLUTRIAFOL,princípio ativo
VERMITC,VEROMITE,2.0,PROPARGITE,princípio ativo
COMET,HELMET,3.0,FLUTOLANIL,princípio ativo
BUNEMA 330CS,NO-NEMA,3.0,BACILLUS AMYLOLIQUEFACIENS,princípio ativo
LOSMA,LOST,2.0,TEBUCONAZOLE,princípio ativo
DITANI - ADUBO FOLIAN,DUO,2.0,DIUROM,princípio ativo
ENDOSULFAN NORTOX,NORTON,1.0,"SAL TRIETANOLAMINADE 2,4 - D+SAL DE TRIETANOLAMINA DE PICLORAM",princípio ativo
TANIDIL,ANDRIL,3.0,BACILLUS FIRMUS,princípio ativo
"ALACTOR 0,002 MG/L",ALTACOR,2.0,CHLORANTRANILIPROLE,princípio ativo
THOCHA,TOCHA,1.0,DICLORETO DE PARAQUATE,princípio ativo
HIDROXICUMARINICO,PILARICH TECNICO,10.0,CLOROTALONIL,princípio ativo
GRAMOSIL FOLHA REDONDA,TOCHA,2.0,DICLORETO DE PARAQUATE,princípio ativo
CUPINICINA,CUANTIVA,5.0,PIRACLOSTROBINA,princípio ativo
INFINITY,INFINITO ,2.0,CLORIDRATO DE PROPAMOCARB+FLUOPICOLIDE,princípio ativo
OMIT,ONIX,2.0,BACILLUS METHYLOTROPHICUS,princípio ativo
CLETHODIN,CYTOLIN,4.0,ACIDO GIBERELICO,princípio ativo
TANARON BR,CANION,3.0,HEXAZINONA,princípio ativo
PROVENCI,PRESENCE,3.0,BACILLUS LICHENIFORMIS,princípio ativo
KLAP R,CLEANER,4.0,CLOROTALONIL,princípio ativo
GAMILE,AGILE,2.0,CLETODIM,princípio ativo
PADION,ALION,2.0,INDAZIFLAM,princípio ativo
DINAGRO,DINNO,3.0,DINOTEFURAM,princípio ativo
DOSER,CLOSER,2.0,SULFOXAFLOR,princípio ativo
FURAGIN,CORAGEN,3.0,CLORANTRANILIPROLE,princípio ativo
GLOFOSIMATO,GLIFOSAL,5.0,GLIFOSATO,princípio ativo
DEMOND,DIAMOND,2.0,TRICHODERMA KONINGIOPSIS,princípio ativo
CABRIO TOP,ZARDO,3.0,"2,4 - D",princípio ativo
MEDICACAO,DICAMAX,4.0,DICAMBA,princípio ativo
KAROTIZION,KRATON,5.0,LUFENUROM,princípio ativo
TIODAN,TROIA,3.0,MANCOZEBE,princípio ativo
K OTLINE,OUTLINER,2.0,TRICLOPIR BUTOTILICO,princípio ativo
HERBICIDIA,HERBZINA,4.0,ATRAZINA,princípio ativo
AMINOACIDO (PROTEINAS),PROTONE,4.0,ACIDO ABSCISICO,princípio ativo
TRIUNFO FLEX,GRIFO,3.0,NICOSSULFURON,princípio ativo
LOSBO,LOST,2.0,TEBUCONAZOLE,princípio ativo
LANDI,LANTIC,2.0,CARBENDAZIM,princípio ativo
"TRIO DINAMICO,CRINCHI",CRICEN,3.0,METALAXIL-M,princípio ativo
S METHYL N,METRY,2.0,METRIBUZIM,princípio ativo
LODENAFILA,LOUSAL,6.0,TEBUCONAZOL,princípio ativo
CIFLETRINO,FLERIS,5.0,DIFENOCONAZOL,princípio ativo
CREW,CREOX,2.0,SULFENTRAZONA,princípio ativo
COLOSTRO,CLOSER,3.0,SULFOXAFLOR,princípio ativo
POAST,LOST,2.0,TEBUCONAZOLE,princípio ativo
"2 ,4D",WILD,4.0,CLORPIRIFOS,princípio ativo
CLERAT,BLERAN,2.0,DIQUATE,princípio ativo
MAJESTY,MAJESTY,0.0,METOMIL,princípio ativo
DMA COMPADRAO,COMPASS,4.0,AMETRINA,princípio ativo
GAMITO,TAMIZ,3.0,AZOXISTROBINA,princípio ativo
N-FOSFONEMETIL-GLICINA,GLINT,3.0,HALOXIFOPE-P-METILICO,princípio ativo
CLIMATOP,GLIATO ,3.0,GLIFOSATO,princípio ativo
ESTANDAK TDP (SEPRANIL),STANDAK,1.0,PIRACLOSTROBINA+TIOFANATO METILICO+FIPRONIL,princípio ativo
"COMANCHE,OPERA",OPALA,2.0,METARHIZIUM ANISOPLIAE,princípio ativo
AKB,AIM,2.0,CARFENTRAZONA-ETILICA,princípio ativo
ORABOR N1,BRAVO,3.0,TRICHODERMA HARZIANUM,princípio ativo
"METRIMEX,PROVENCE E VULCANE",METIE,3.0,METARHIZIUM ANISOPLIAE,princípio ativo
EQUITARE 250,QUASAR,4.0,METHAMIDOPHOS,princípio ativo
OMA,COPA,2.0,DIFLUBENZUROM,princípio ativo
CARNOTAMIM,PANORAMIC,4.0,PICLORAM,princípio ativo
PRIORI EXTRA GEOPLEN,EXOR ,2.0,SULFOXAFLOR,princípio ativo
CLONATO,PONTO,3.0,NOVALUROM,princípio ativo
UNISELVE,FIDELE,4.0,METOXIFENOZIDA,princípio ativo
ISOPROPILANMONN N-PHOSPHONOMETIL GLY CINIATE,DANIATO,3.0,ACEFATO,princípio ativo
PLAINAI,PLATINUN,3.0,TIAMETOXAM,princípio ativo
METONEX,METIE,3.0,METARHIZIUM ANISOPLIAE,princípio ativo
TROPES,TROP SL,2.0,GLIFOSATO,princípio ativo
BAISISTOM,CASTOR,5.0,FIPRONIL,princípio ativo
XILITOL,ILEVO,4.0,FLUOPIRAM,princípio ativo
ACTARA,ACETA,3.0,ACETAMIPRIDO,princípio ativo
DICLORETO LEIPIRIDELIO,PICLORAM,4.0,PICLORAM,princípio ativo
FLUXOPIR,FUORO,5.0,LUFENUROM,princípio ativo
DIVERSOS,DAVOS,4.0,LAMBDA-CIALOTRINA,princípio ativo
TICUVON,TRUZON,3.0,CIPRODINIL,princípio ativo
ABRILHOMEE,AGILE,6.0,CLETODIM,princípio ativo
CALISTO,COLISEO,2.0,ATRAZINA,princípio ativo
SIMATE,NIMITZ,3.0,FLUENSULFONA,princípio ativo
DEMAND 2.5,DIAMOND,3.0,TRICHODERMA KONINGIOPSIS,princípio ativo
DMA 4D,DAVOS,4.0,LAMBDA-CIALOTRINA,princípio ativo
TOSTAR,COSTAR,1.0,BACILLUS THURINGIENSIS,princípio ativo
OLEO DISEL,DIHEX,2.0,DIURON,princípio ativo
ALFA CIANO 3 FEMOXIBEMVIL,DINNO,2.0,DINOTEFURAM,princípio ativo
TRINCA CAPS,TRILLA,2.0,DIUROM,princípio ativo
IMAZETHAPYR,ZETHAPYR,3.0,IMAZETAPIR,princípio ativo
ACIDO ACETICO BUTOXI ETIL,ZARDO,3.0,"2,4 - D",princípio ativo
GLIGLOSATO,GLIFOSAL,4.0,GLIFOSATO,princípio ativo
CLOPERIFOS,COPROS,4.0,ABAMECTINA,princípio ativo
CURSIAL,CRUCIAL,3.0,GLIFOSATO,princípio ativo
GLIFOS PLUS,GLIFOS PLUS ,1.0,GLIFOSATO,princípio ativo
ABAMENTIN DNA 18 EC,ABAMECTIN DVA 18 EC ,3.0,ABAMECTINA,princípio ativo
TOPIRAMATO,TOPINAM,4.0,TRICLOPIR-BUTOTILICO,princípio ativo
KAMATEZEON 50CS,GAMATION,4.0,MALATIONA,princípio ativo
PENDIMETHALIN,VERDICT HL,8.0,HALOXIFOPE-P-METILICO,princípio ativo
TY,TAJ,2.0,FIPRONIL,princípio ativo
DACONIL,CERCONIL,3.0,TIOFANATO METILICO,princípio ativo
K-OBIOL 25 EC,KROLL,4.0,CLETODIM,princípio ativo
CONISTAR,COSTAR,2.0,BACILLUS THURINGIENSIS,princípio ativo
TRIAKES,TRUNKER,3.0,TRICLOPIR,princípio ativo
CRINOZANATO AKB480,ARBORO,4.0,SAFLUFENACIL,princípio ativo
ACIDO CLOROPROPIONICO,ZARDO,3.0,"2,4 - D",princípio ativo
DEMOLIDOR ( DMA ),DUO,2.0,DIUROM,princípio ativo
AMINO - DICLORO - TRIFLUOR,AUIN,2.0,BEAUVERIA BASSIANA,princípio ativo
K-OTHRINE,STARKLE,4.0,DINOTEFURAM,princípio ativo
PRENO,PIREO,2.0,LUFENUROM,princípio ativo
KRINFOSADO,GLIFOSAL,5.0,GLIFOSATO,princípio ativo
CURIO,DURIVO,2.0,CLORANTRANILIPROLE,princípio ativo
DIAZITOP  PM,DANIATO,4.0,ACEFATO,princípio ativo
VIRADAM,RIVAMAX,4.0,CARBENDAZIM,princípio ativo
CURROM 550 EC,FUORO,3.0,LUFENUROM,princípio ativo
NEONICORTICOIDE,NEMACONTROL,9.0,BACILLUS AMYLOLIQUEFACIENS,princípio ativo
GRAMASCONE,GAMATION,4.0,MALATIONA,princípio ativo
U 46 PAMPA,PAMPA,0.0,PICLORAM,princípio ativo
DITHONE,DIZONE,2.0,DIURON,princípio ativo
HEKZAVAN,METAGAN,4.0,S-METOLACLORO,princípio ativo
HUSSAR,QUASAR,2.0,METHAMIDOPHOS,princípio ativo
PARADAX,PARADOX ,2.0,PARAQUATE,princípio ativo
TIAMITOXAN,TIMON,5.0,IMIDACLOPRIDO,princípio ativo
FURATON / REGENTE,KRATON,2.0,LUFENUROM,princípio ativo
U 46,UZAT,3.0,AZOXISTROBINA,princípio ativo
DISENILETER,SNIPER,6.0,FLUROXIPIR-MEPTILICO,princípio ativo
COUTER 150G,COUGAR,2.0,PIRIPROXIFENO,princípio ativo
PIRINUPOS METILICO 500G/L,METABIO,3.0,METARHIZIUM ANISOPLIAE,princípio ativo
IVONIC,ZONIC,2.0,AMICARBAZONA,princípio ativo
NEGOVOM,NOVUM,3.0,PIRACLOSTROBINA,princípio ativo
SIBUTRAMINA,SUGARINA,5.0,AMETRINA,princípio ativo
ISOPROPYL,COPROS,5.0,ABAMECTINA,princípio ativo
GLITIS,ALIBI,3.0,AZOXISTROBINA,princípio ativo
DORMECK,SORTIC,4.0,SULFOXAFLOR,princípio ativo
LEPECIDE,LEPIGEN,4.0,AUTOGRAPHA CALIFORNICA MULTIPLE NUCLEOPOLYHEDROVIRUS,princípio ativo
PLANTACAO FUMO,SUMO,1.0,"2,4 - D",princípio ativo
ACIDO ARILOXUALCONICO,ZARDO,3.0,"2,4 - D",princípio ativo
INOCULOUTE E GRAFITE,GRANT,3.0,"2,4 - D",princípio ativo
DERIVADO DA AMONIA,TROIA,3.0,MANCOZEBE,princípio ativo
PARCAP,ARCAR,2.0,METARHIZIUM ANISOPLIAE,princípio ativo
RETOE,METIE,2.0,METARHIZIUM ANISOPLIAE,princípio ativo
OUTROS,FUORO,3.0,LUFENUROM,princípio ativo
GASTROXIM,TROIA,5.0,MANCOZEBE,princípio ativo
OXIMULT,AZIMUT,3.0,AZOXISTROBINA,princípio ativo
PASAQUAT,SPRAYQUAT,4.0,PARAQUAT,princípio ativo
HORTENCE,POTTENTE,3.0,BENFURACARBE,princípio ativo
CONFEDOR,HODOR,4.0,MANCOZEBE,princípio ativo
TORDON BR,NORTON,2.0,"SAL TRIETANOLAMINADE 2,4 - D+SAL DE TRIETANOLAMINA DE PICLORAM",princípio ativo
HIDROXICO DE COBRE,DEZ,1.0,"2,4 - D",princípio ativo
VERT MEC,VERTER,3.0,SULFOXAFLOR,princípio ativo
OXITET.+S. DE COBRE,DEZ,1.0,"2,4 - D",princípio ativo
ACIDO FOSFORICO,ZARDO,3.0,"2,4 - D",princípio ativo
DUOPAC,GOPAN,3.0,DIQUATE,princípio ativo
ROUMDAP,LOUSAL,4.0,TEBUCONAZOL,princípio ativo
HERBICIDA E GLICOFATO,HERBZINA,3.0,ATRAZINA,princípio ativo
CHUMBUNHO,MUNEO,5.0,ALFAS-CIPERMETRINA,princípio ativo
"KESHET 25EC,CIGARAL",CIGARAL ,1.0,IMIDACLOPRIDO,princípio ativo
LUFENURAN,LUGER,5.0,TIODICARBE,princípio ativo
NEGUVON,NIPPON,4.0,NICOSSULFUROM,princípio ativo
DRAMAXONE,DIAMOND,4.0,TRICHODERMA KONINGIOPSIS,princípio ativo
TORDON- SECANTE,NORTON,2.0,"SAL TRIETANOLAMINADE 2,4 - D+SAL DE TRIETANOLAMINA DE PICLORAM",princípio ativo
PRIORIENTIA,PRIORI TOP,4.0,AZOXISTROBINA,princípio ativo
DIAZEPAM,ACETA,5.0,ACETAMIPRIDO,princípio ativo
KARATE ZEON 250,KRATON,3.0,LUFENUROM,princípio ativo
"TIOFOSFATO DE 0,0-DIMETILO E DE 0-3,5,6-TRICLORO-2",DEZ,1.0,"2,4 - D",princípio ativo
ADA,AUDAZ,2.0,FLUXAPIROXADE,princípio ativo
METLAMIL,METABIO,3.0,METARHIZIUM ANISOPLIAE,princípio ativo
EXTERMINADOR DE CUPIM,DEZ,1.0,"2,4 - D",princípio ativo
AMINOU,ALION,3.0,INDAZIFLAM,princípio ativo
LINPIDU,INVICT,4.0,AZOXISTROBINA,princípio ativo
HONDUP,HODOR,3.0,MANCOZEBE,princípio ativo
MAUCOZEB,MATTOR,5.0,FLUROXIPIR-METILICO,princípio ativo
ACIDO DICLOROFENXIACETICO,ZARDO,3.0,"2,4 - D",princípio ativo
SULFATO/COBRE,LIBRE,2.0,ANIDRIDO NAFTALICO,princípio ativo
AGRICOLOR (GRAMOCIL),GARDOMIL,4.0,S-METOLACLORO,princípio ativo
ORCHIDY,ORBIS,4.0,TEBUCONAZOL,princípio ativo
INOPIL,ANDRIL,3.0,BACILLUS FIRMUS,princípio ativo
RB 10MG,AUG 103,5.0,IMAZETAPIR,princípio ativo
RAYD SPRAY,RAYO,1.0,GLIFOSATO,princípio ativo
SELECT 240 CE,EJECT,2.0,ACETAMIPRIDO,princípio ativo
CHART,DART,2.0,TEFLUBENZUROM,princípio ativo
LOSBAM,SORBA,3.0,LUFENUROM,princípio ativo
MADEMATA,ACETA,4.0,ACETAMIPRIDO,princípio ativo
FULIAR,FUSAO,3.0,METOMINOSTROBINA,princípio ativo
RESPIRIDONA,ESPADA,6.0,NICOSULFURON,princípio ativo
ROUDAP,LOUSAL,3.0,TEBUCONAZOL,princípio ativo
GASTROXIN B57,GLIFOXIN,4.0,GLIFOSATO,princípio ativo
HEXAMETILENO TETRAMINA,HERBZINA,4.0,ATRAZINA,princípio ativo
BRASILEC,AGILE,4.0,CLETODIM,princípio ativo
AMABEQUICINA,MAJESTIC,7.0,TRICHODERMA HARZIANUM,princípio ativo
"ALFACINO,FENOXIBENZIL,DIMETIL,DICLOVINIL E CICLOPRANO",METIZ,3.0,METRIBUZIM,princípio ativo
REGENDE,PRESENCE,3.0,BACILLUS LICHENIFORMIS,princípio ativo
SUPORTE + HENJO / AMPRIGO / NIMBUS,BANJO,2.0,FLUAZINAM,princípio ativo
CONTAP,CONTRAP,1.0,SERRICORNIM,princípio ativo
DDVT,DART,2.0,TEFLUBENZUROM,princípio ativo
MAX-VIII,SAVIVO,5.0,ABAMECTINA,princípio ativo
PLENO ALAI,ILEVO,2.0,FLUOPIRAM,princípio ativo
"CEFANOL,SUMILEX E NOVAZIN",NOVAZIM ,2.0,CARBENDAZIM,princípio ativo
FUTRIOFOL,FUORO,5.0,LUFENUROM,princípio ativo
DNA 806,AVAL 800,4.0,TEBUTHIURON,princípio ativo
RAID,RAIO,1.0,"PICLORAM, SAL DE TRIETANOLAMINA",princípio ativo
LABEICIDE,APICE,5.0,EPOXICONAZOL,princípio ativo
BENHAT,BANZAI,3.0,DIMETOMORFE,princípio ativo
METSUL,MISSIL,3.0,HALOXIFOPE-P-METILICO,princípio ativo
TOGAR,COUGAR,2.0,PIRIPROXIFENO,princípio ativo
FOLICUR,FYSIUM,4.0,METILCICLOPROPENO,princípio ativo
PIREIDE,PRIDE,2.0,GLIFOSATO,princípio ativo
DECIR,LECAR,2.0,LAMBDA-CIALOTRINA,princípio ativo
AMINORAN,ALION,4.0,INDAZIFLAM,princípio ativo
DEAS,ZEUS,2.0,DINOTEFURAM,princípio ativo
PERMANGANATO DE POTASSIO,DEZ,1.0,"2,4 - D",princípio ativo
N- (FOSFONOMETIL) GLICINA,GLINT,3.0,HALOXIFOPE-P-METILICO,princípio ativo
NPX 8990,FOX XPRO,6.0,BIXAFEN,princípio ativo
DILLAMETRINA,BALLVERIA,6.0,BEAUVERIA BASSIANA,princípio ativo
CEMANICO,MAGIC,4.0,IPRODIONA,princípio ativo
DUIRON,BURON,2.0,FLUTRIAFOL,princípio ativo
"AMISTAR TOP,CARTAP BR 500,IMADAGOLD 700",AMISTAR TOP,0.0,AZOXYSTROBIN+DIFENOCONAZOL,princípio ativo
AUT 80,AUG 103,3.0,IMAZETAPIR,princípio ativo
TARGA SOEL,TARZAN,2.0,METSUFURON-METILICO,princípio ativo
NUFORM KLORPAN 480 EC,FUORO,3.0,LUFENUROM,princípio ativo
QUATRO D,QUARTZO,2.0,BACILLUS LICHENIFORMIS,princípio ativo
ZAPP QI 620,ZAPP QI 620,0.0,GLIFOSATO,princípio ativo
BRAMACHONE,GAMATION,5.0,MALATIONA,princípio ativo
NAI INFORMADO,NAN,1.0,NAN,princípio ativo
AMBROXONE 200,AIRONE,4.0,HIDROXIDO DE COBRE,princípio ativo
DECIS 25 EC,DECISIVE,3.0,GLIFOSATO,princípio ativo
TRIGARD,TRILAG,3.0,TRICHOGRAMMA PRETIOSUM,princípio ativo
FURODAN 350 SC,BURON,3.0,FLUTRIAFOL,princípio ativo
FAIXA AZUL/MEDIA E ALTA TOXIDADE,FAITH,2.0,ACEFATO,princípio ativo
DIPIRONA,NIPPON,4.0,NICOSSULFUROM,princípio ativo
ROTAM JACKPAT 50 EC,ROYAL,2.0,CRESOXIM-METILICO,princípio ativo
TEBUFORT,EFFORT,3.0,AZOXISTROBINA,princípio ativo
GALIL SC,GALIL SC,0.0,BIFENTRINA,princípio ativo
GEOX,CREOX,2.0,SULFENTRAZONA,princípio ativo
CAPATAZ TIETRIL,CAPATAZBR,2.0,CLORPIRIFOS,princípio ativo
CONTRIN,CONTRAP,2.0,SERRICORNIM,princípio ativo
BARRAGE PULVERIZACAO 20ML,ARRANGE,2.0,"2,4 - D",princípio ativo
PEDON,HODOR,3.0,MANCOZEBE,princípio ativo
TIANETOXAN,CUANTIVA,6.0,PIRACLOSTROBINA,princípio ativo
RULFIDOR,FULFILL,4.0,PIMETROZINA,princípio ativo
SODIUM HYDROGEN METHYLARSONATE,FYSIUM,3.0,METILCICLOPROPENO,princípio ativo
2/4 D,WILD,4.0,CLORPIRIFOS,princípio ativo
"PRIORIX,VESPER,MIBUS,CURION",VERTER,2.0,SULFOXAFLOR,princípio ativo
ACTELLIC,HOLLIC,4.0,METIRAM,princípio ativo
ETREH,PIREO,3.0,LUFENUROM,princípio ativo
VITAVAX,RIVAMAX,3.0,CARBENDAZIM,princípio ativo
GLIFOMAX,GLIFOSAL,2.0,GLIFOSATO,princípio ativo
ORGANFOSFARATO,GRASSATO,8.0,GLIFOSATO,princípio ativo
ISCA KOMBAT,SORBA,3.0,LUFENUROM,princípio ativo
DIMETILPIPERIDINIUM CHLORIDE,CHLOROMO,3.0,CLORPIRIFOS,princípio ativo
PLENIO,PREMIO,2.0,FLUTRIAFOL,princípio ativo
MALATON DEFIZ,METIZ,2.0,METRIBUZIM,princípio ativo
DICARZOL,DICAMAX,4.0,DICAMBA,princípio ativo
CATRIL,MATRIC,2.0,CROMAFENOZIDA,princípio ativo
BARRAGEM / PIRETRORD,ARRANGE,3.0,"2,4 - D",princípio ativo
LUVOX 40COP,DAVOS,3.0,LAMBDA-CIALOTRINA,princípio ativo
LONNATE,SONATA,3.0,BACILLUS PUMULIS,princípio ativo
DANETRIL,ANDRIL,3.0,BACILLUS FIRMUS,princípio ativo
PEIXE,PRIDE,2.0,GLIFOSATO,princípio ativo
MAT INSETOS,INSECT,3.0,METARHIZIUM ANISOPLIAE,princípio ativo
CLACEPAM,ACETA,4.0,ACETAMIPRIDO,princípio ativo
CIPRERMATINA NORTOX,NORTON,1.0,"SAL TRIETANOLAMINADE 2,4 - D+SAL DE TRIETANOLAMINA DE PICLORAM",princípio ativo
IGRORODO,CHLOROMO,4.0,CLORPIRIFOS,princípio ativo
SULFATO MAGNESIO,MAGNIFIC,3.0,ACEFATO,princípio ativo
QUIZALOFOP-P-ETHYL,METRY,3.0,METRIBUZIM,princípio ativo
"DIMETIL AMONIO 80,6%",ONIX,3.0,BACILLUS METHYLOTROPHICUS,princípio ativo
FURASAN,FUSAO,3.0,METOMINOSTROBINA,princípio ativo
DECIS / MANZATC / TAMAROM,DECISIVE,3.0,GLIFOSATO,princípio ativo
IMPERACIM,IMPARBR,5.0,TIAMETOXAM,princípio ativo
HISTAMIM,TAMIZ,4.0,AZOXISTROBINA,princípio ativo
DDT,DUO,2.0,DIUROM,princípio ativo
CITRIMETRINA,BIMETRON,6.0,AMETRINA,princípio ativo
FOSFETO ALUMINIO,BOLERO,4.0,MANCOZEBE,princípio ativo
METIMORFINA,METARFITO,5.0,METARHIZIUM ANISOPLIAE,princípio ativo
